action_id,account_id,collector_id,action_date,action_type,note_count,worked_flag,load_ts,batch_id,src_file_name
50100,2693,6,2026-01-16,NOTE,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50101,3432,20,2026-01-19,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50102,1819,15,2026-01-16,ESCALATE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50103,3654,16,2026-01-17,REVIEW,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50104,1056,16,2026-01-17,CALL,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50105,1585,9,2026-01-19,NOTE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50106,4003,6,2026-01-16,NOTE,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50107,4923,2,2026-01-18,ESCALATE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50108,4454,19,2026-01-16,CALL,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50109,2007,9,2026-01-16,NOTE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50110,1562,10,2026-01-16,CALL,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50111,3141,14,2026-01-17,NOTE,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50112,1737,1,2026-01-15,ESCALATE,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50113,4004,20,2026-01-18,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50114,2759,17,2026-01-19,NOTE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50115,3877,8,2026-01-18,REVIEW,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50116,4764,9,2026-01-16,REVIEW,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50117,2891,7,2026-01-17,NOTE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50118,3166,15,2026-01-15,ESCALATE,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50119,3083,4,2026-01-15,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50120,4347,6,2026-01-16,ESCALATE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50121,3223,5,2026-01-17,REVIEW,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50122,4765,14,2026-01-19,CALL,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50123,4771,9,2026-01-15,ESCALATE,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50124,4022,20,2026-01-18,NOTE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50125,5161,20,2026-01-15,NOTE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50126,3120,2,2026-01-19,NOTE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50127,4805,17,2026-01-15,ESCALATE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50128,3110,17,2026-01-18,ESCALATE,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50129,2109,17,2026-01-15,CALL,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50130,2431,8,2026-01-15,NOTE,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50131,1447,19,2026-01-14,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50132,1889,6,2026-01-18,CALL,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50133,3965,4,2026-01-19,CALL,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50134,1618,3,2026-01-16,REVIEW,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50135,4196,9,2026-01-17,ESCALATE,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50136,5089,14,2026-01-14,NOTE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50137,4155,1,2026-01-19,REVIEW,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50138,3849,6,2026-01-17,REVIEW,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50139,4624,14,2026-01-17,CALL,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50140,3851,3,2026-01-15,REVIEW,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50141,4434,4,2026-01-16,NOTE,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50142,5054,12,2026-01-16,REVIEW,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50143,3162,11,2026-01-18,ESCALATE,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50144,4294,6,2026-01-19,CALL,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50145,1271,20,2026-01-19,REVIEW,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50146,4113,14,2026-01-19,CALL,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50147,3925,3,2026-01-19,REVIEW,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50148,4810,15,2026-01-19,CALL,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50149,1167,17,2026-01-17,NOTE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50150,1397,14,2026-01-18,REVIEW,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50151,4908,20,2026-01-15,CALL,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50152,4385,1,2026-01-14,CALL,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50153,3960,6,2026-01-17,NOTE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50154,2882,2,2026-01-17,REVIEW,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50155,3502,1,2026-01-19,NOTE,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50156,3139,8,2026-01-18,CALL,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50157,3523,2,2026-01-16,REVIEW,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50158,1508,2,2026-01-14,REVIEW,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50159,4442,2,2026-01-16,CALL,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50160,2890,19,2026-01-15,REVIEW,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50161,2376,17,2026-01-17,ESCALATE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50162,3237,1,2026-01-15,NOTE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50163,1136,5,2026-01-17,CALL,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50164,2845,2,2026-01-19,CALL,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50165,1108,6,2026-01-14,CALL,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50166,4882,14,2026-01-14,ESCALATE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50167,3695,13,2026-01-19,ESCALATE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50168,2962,11,2026-01-16,CALL,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50169,4533,12,2026-01-16,REVIEW,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50170,2780,9,2026-01-14,ESCALATE,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50171,4184,3,2026-01-18,ESCALATE,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50172,2444,9,2026-01-17,NOTE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50173,3910,8,2026-01-17,CALL,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50174,1715,11,2026-01-14,ESCALATE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50175,3838,4,2026-01-14,ESCALATE,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50176,1831,18,2026-01-16,CALL,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50177,1717,16,2026-01-19,REVIEW,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50178,2969,10,2026-01-17,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50179,3405,16,2026-01-14,NOTE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50180,2814,7,2026-01-18,ESCALATE,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50181,2916,3,2026-01-18,NOTE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50182,2440,20,2026-01-15,ESCALATE,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50183,4720,8,2026-01-18,REVIEW,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50184,1693,10,2026-01-14,NOTE,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50185,3232,3,2026-01-14,ESCALATE,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50186,4705,17,2026-01-15,REVIEW,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50187,3318,3,2026-01-17,CALL,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50188,4095,16,2026-01-15,CALL,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50189,2829,8,2026-01-15,ESCALATE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50190,4937,6,2026-01-18,REVIEW,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50191,1763,14,2026-01-19,CALL,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50192,1644,9,2026-01-14,CALL,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50193,4646,5,2026-01-16,NOTE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50194,1656,2,2026-01-17,ESCALATE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50195,2585,12,2026-01-17,ESCALATE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50196,4718,17,2026-01-14,CALL,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50197,4835,6,2026-01-14,CALL,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50198,3777,6,2026-01-19,REVIEW,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50199,4201,13,2026-01-15,NOTE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50200,5225,18,2026-01-14,NOTE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50201,4562,12,2026-01-19,CALL,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50202,4971,8,2026-01-17,NOTE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50203,1390,19,2026-01-19,ESCALATE,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50204,1254,8,2026-01-17,CALL,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50205,1216,7,2026-01-19,CALL,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50206,4670,6,2026-01-18,NOTE,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50207,2638,8,2026-01-19,NOTE,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50208,3720,18,2026-01-16,NOTE,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50209,2637,10,2026-01-17,REVIEW,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50210,1119,15,2026-01-18,CALL,0,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50211,4023,2,2026-01-19,CALL,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50212,2624,15,2026-01-17,REVIEW,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50213,3369,18,2026-01-16,REVIEW,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50214,1172,8,2026-01-16,NOTE,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50215,1785,7,2026-01-14,CALL,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50216,2358,14,2026-01-19,CALL,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50217,1650,15,2026-01-15,ESCALATE,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50218,1939,17,2026-01-17,REVIEW,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50219,2952,7,2026-01-15,ESCALATE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50220,1944,14,2026-01-16,CALL,3,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50221,1664,18,2026-01-17,ESCALATE,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50222,5005,18,2026-01-16,REVIEW,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50223,4729,20,2026-01-16,ESCALATE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50224,1732,13,2026-01-15,NOTE,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50225,2502,8,2026-01-19,CALL,4,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50226,2917,19,2026-01-14,CALL,1,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50227,3554,2,2026-01-18,ESCALATE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50228,4705,9,2026-01-19,REVIEW,0,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50229,2366,13,2026-01-14,REVIEW,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50230,2421,15,2026-01-19,ESCALATE,3,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50231,4515,11,2026-01-19,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50232,2504,10,2026-01-14,NOTE,2,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50233,4590,20,2026-01-14,REVIEW,1,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50234,2768,2,2026-01-14,REVIEW,2,N,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
50235,2284,20,2026-01-14,NOTE,4,Y,2026-01-19 10:00:00,batch_003,workqueue_actions_batch_003.csv
