action_id,account_id,collector_id,action_date,action_type,note_count,worked_flag,load_ts,batch_id,src_file_name
30076,4399,14,2026-01-03,NOTE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30077,2804,9,2026-01-02,CALL,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30078,1807,19,2026-01-01,ESCALATE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30079,1734,5,2025-12-23,ESCALATE,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30080,1034,19,2026-01-05,CALL,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30081,4907,13,2025-12-12,NOTE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30082,4464,1,2025-12-25,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30083,3279,7,2025-12-25,CALL,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30084,1850,17,2025-12-31,CALL,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30085,1696,11,2026-01-02,CALL,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30086,1688,4,2025-12-08,REVIEW,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30087,4299,7,2026-01-01,ESCALATE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30088,3846,16,2026-01-04,ESCALATE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30089,4236,11,2025-12-13,NOTE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30090,1877,16,2026-01-04,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30091,3459,12,2026-01-04,CALL,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30092,4503,1,2026-01-02,REVIEW,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30093,2313,20,2026-01-02,REVIEW,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30094,1240,7,2025-12-22,NOTE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30095,1034,17,2025-12-10,NOTE,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30096,3702,20,2025-12-07,REVIEW,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30097,2598,10,2025-12-07,CALL,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30098,4608,8,2025-12-07,ESCALATE,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30099,1658,3,2025-12-25,REVIEW,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30100,2803,15,2026-01-02,NOTE,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30101,1272,19,2025-12-10,REVIEW,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30102,1298,7,2025-12-06,REVIEW,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30103,1129,14,2025-12-30,NOTE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30104,3614,20,2025-12-30,ESCALATE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30105,4138,9,2025-12-28,ESCALATE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30106,2525,13,2025-12-30,ESCALATE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30107,2884,16,2026-01-04,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30108,3049,4,2025-12-09,REVIEW,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30109,2743,4,2025-12-06,REVIEW,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30110,2548,3,2025-12-13,NOTE,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30111,1030,11,2026-01-05,NOTE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30112,4256,20,2025-12-30,ESCALATE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30113,1781,2,2025-12-10,CALL,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30114,2476,2,2026-01-02,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30115,4272,15,2025-12-15,ESCALATE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30116,1640,3,2026-01-01,NOTE,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30117,2122,5,2025-12-26,CALL,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30118,1603,14,2025-12-22,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30119,3798,9,2025-12-11,CALL,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30120,1725,5,2025-12-14,REVIEW,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30121,2921,10,2025-12-13,ESCALATE,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30122,2950,3,2025-12-10,ESCALATE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30123,3842,11,2025-12-23,ESCALATE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30124,4713,11,2025-12-27,ESCALATE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30125,3116,18,2025-12-26,CALL,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30126,4904,6,2025-12-17,NOTE,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30127,2560,12,2025-12-22,CALL,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30128,3205,15,2025-12-15,CALL,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30129,1806,12,2025-12-16,CALL,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30130,3064,13,2025-12-28,NOTE,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30131,3525,3,2025-12-30,REVIEW,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30132,3261,16,2025-12-08,ESCALATE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30133,1525,15,2025-12-17,ESCALATE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30134,2960,3,2025-12-26,ESCALATE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30135,2721,20,2025-12-15,ESCALATE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30136,2066,10,2025-12-25,NOTE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30137,4560,1,2025-12-26,CALL,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30138,1119,4,2025-12-06,REVIEW,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30139,2571,8,2025-12-27,CALL,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30140,2353,4,2026-01-01,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30141,4298,6,2025-12-11,ESCALATE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30142,3214,20,2025-12-31,CALL,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30143,1280,14,2026-01-05,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30144,4356,9,2026-01-03,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30145,4847,6,2025-12-29,REVIEW,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30146,3231,15,2025-12-26,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30147,4019,1,2025-12-10,REVIEW,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30148,3040,3,2026-01-05,NOTE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30149,1629,4,2025-12-07,CALL,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30150,1905,20,2026-01-04,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30151,2330,20,2025-12-26,ESCALATE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30152,4128,18,2025-12-27,REVIEW,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30153,3708,2,2025-12-09,REVIEW,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30154,4065,12,2026-01-03,ESCALATE,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30155,1078,2,2025-12-27,REVIEW,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30156,2555,13,2025-12-28,ESCALATE,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30157,4036,7,2026-01-01,REVIEW,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30158,3934,8,2025-12-06,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30159,4046,1,2025-12-14,CALL,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30160,2676,7,2025-12-23,ESCALATE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30161,2386,16,2025-12-20,ESCALATE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30162,4438,2,2025-12-23,ESCALATE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30163,2480,1,2025-12-28,CALL,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30164,2623,20,2026-01-01,NOTE,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30165,4660,11,2025-12-30,NOTE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30166,1033,2,2025-12-21,ESCALATE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30167,1416,6,2026-01-05,REVIEW,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30168,1678,17,2025-12-25,ESCALATE,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30169,2302,13,2025-12-20,REVIEW,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30170,1558,12,2026-01-03,NOTE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30171,1597,10,2026-01-05,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30172,4705,6,2025-12-15,REVIEW,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30173,2891,4,2025-12-17,REVIEW,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30174,1515,18,2026-01-02,CALL,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30175,2686,2,2025-12-08,NOTE,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30176,3378,1,2026-01-01,NOTE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30177,3348,20,2025-12-08,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30178,2948,12,2025-12-06,ESCALATE,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30179,3937,1,2026-01-01,NOTE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30180,1645,18,2025-12-29,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30181,1440,6,2025-12-09,NOTE,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30182,1557,2,2025-12-09,CALL,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30183,3516,16,2025-12-11,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30184,4137,11,2025-12-19,CALL,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30185,3477,20,2025-12-21,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30186,3887,9,2025-12-16,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30187,2962,5,2025-12-18,CALL,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30188,1159,11,2025-12-29,REVIEW,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30189,1518,11,2025-12-22,REVIEW,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30190,2603,15,2025-12-25,CALL,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30191,4616,6,2026-01-04,REVIEW,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30192,4999,19,2025-12-12,ESCALATE,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30193,2715,1,2025-12-06,CALL,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30194,4966,17,2025-12-25,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30195,3344,10,2025-12-24,REVIEW,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30196,1023,5,2025-12-13,CALL,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30197,2130,8,2025-12-10,ESCALATE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30198,4889,6,2025-12-25,ESCALATE,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30199,1602,11,2025-12-17,ESCALATE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30200,3024,14,2026-01-02,ESCALATE,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30201,4745,3,2025-12-13,REVIEW,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30202,1408,11,2025-12-22,CALL,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30203,2707,2,2025-12-10,ESCALATE,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30204,3495,2,2026-01-04,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30205,1172,15,2025-12-17,REVIEW,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30206,2830,20,2025-12-08,REVIEW,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30207,4708,3,2025-12-27,ESCALATE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30208,3701,10,2025-12-09,ESCALATE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30209,1633,8,2025-12-29,CALL,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30210,1321,16,2025-12-18,REVIEW,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30211,4820,5,2026-01-01,CALL,3,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30212,4279,15,2025-12-13,REVIEW,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30213,1294,5,2025-12-25,ESCALATE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30214,2584,12,2025-12-19,CALL,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30215,2271,18,2025-12-23,NOTE,4,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30216,3151,11,2025-12-09,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30217,2620,15,2025-12-06,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30218,3491,14,2025-12-23,REVIEW,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30219,1981,19,2025-12-12,CALL,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30220,1771,11,2025-12-24,NOTE,0,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30221,2465,12,2025-12-17,ESCALATE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30222,2609,7,2025-12-20,CALL,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30223,2827,8,2025-12-30,CALL,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30224,1922,6,2025-12-27,NOTE,1,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30225,4088,18,2025-12-20,NOTE,0,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30226,3081,17,2025-12-31,NOTE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30227,2102,9,2025-12-08,CALL,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30228,4492,10,2025-12-27,ESCALATE,2,N,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30229,3178,14,2025-12-19,ESCALATE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30230,4951,20,2025-12-07,NOTE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30231,2598,16,2026-01-02,NOTE,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30232,4225,10,2025-12-12,REVIEW,2,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30233,4681,7,2025-12-28,NOTE,1,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30234,3182,19,2025-12-30,ESCALATE,3,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
30235,4306,1,2025-12-30,ESCALATE,4,Y,2026-01-05 10:00:00,batch_001,workqueue_actions_batch_001.csv
